ID,Measure,Subject,,SubCategory,HebSubject,HebCategory,HebSubCategory,Year
SC12QF4,Examination board - Influence assessment Q12f4,School Policies and Practices,,Influence assessment,,,,2006
SC13Q01,Computers altogether Q13a,The School's Resources,,Altogether,,,,2006
SC13Q02,Computers instruction Q13b,The School's Resources,,Instruction,,,,2006
SC13Q03,Computers with web Q13c,The School's Resources,,with web,,,,2006
SC14Q01,Shortage science teachers Q14a,The School's Resources,,Science teachers,,,,2006
SC14Q02,Shortage maths teachers Q14b,The School's Resources,,Maths teachers,,,,2006
SC14Q03,Shortage <test lang> teachers Q14c,The School's Resources,,<test lang> teachers,,,,2006
SC14Q04,Shortage qualified teachers Q14d,The School's Resources,,Qualified teachers,,,,2006
SC14Q05,Shortage lab techs Q14e,The School's Resources,,Lab techs,,,,2006
SC14Q06,Shortage other personnel Q14f,The School's Resources,,Other personnel,,,,2006
SC14Q07,Shortage science lab equipment Q14g,The School's Resources,,Science lab equipment,,,,2006
SC14Q08,Shortage instruct material Q14h,The School's Resources,,Instruct material,,,,2006
SC14Q09,Shortage computers Q14i,The School's Resources,,Computers,,,,2006
SC14Q10,Shortage Internet Q14j,The School's Resources,,Internet,,,,2006
SC14Q11,Shortage computer software Q14k,The School's Resources,,Computer software,,,,2006
SC14Q12,Shortage library materials Q14l,The School's Resources,,Library materials,,,,2006
SC14Q13,Shortage audio-visual Q14m,The School's Resources,,Audio-visual,,,,2006
SC15Q01,Relative to other students Q15a,Responsibility,,to other students,,,,2006
SC15Q02,Relative to benchmarks Q15b,Responsibility,,to benchmarks,,,,2006
SC15Q03,Relative to same grade Q15c,Responsibility,,to same grade,,,,2006
SC16Q01,Parent pressure academic standards Q16,Responsibility,,pressure academic standards,,,,2006
SC17Q01,Achievement public Q17a,Responsibility,,public,,,,2006
SC17Q02,Achievement principal Q17b,Responsibility,,principal,,,,2006
SC17Q03,Achievement teachers Q17c,Responsibility,,teachers,,,,2006
SC17Q04,Achievement resources Q17d,Responsibility,,resources,,,,2006
SC17Q05,Achievement tracked Q17e,Responsibility,,tracked,,,,2006
SC18Q01,Schooling available Q18,Responsibility,,available,,,,2006
SC19Q01,Admittance residence Q19a,Responsibility,,residence,,,,2006
SC19Q02,Admittance academic record Q19b,Responsibility,,academic record,,,,2006
SC19Q03,Admittance recommendation Q19c,Responsibility,,recommendation,,,,2006
SC19Q04,Admittance parents endorse Q19d,Responsibility,,parents endrose,,,,2006
SC19Q05,Admittance special programme Q19e,Responsibility,,special programme,,,,2006
SC19Q06,Admittance family preference Q19f,Responsibility,,family preference,,,,2006
SC20Q01,Activities <science clubs> Q20a,School Instruction Curriculum and Assessment,,Science clubs,,,,2006
SC20Q02,Activities <science fairs> Q20b,School Instruction Curriculum and Assessment,,Science fairs,,,,2006
SC20Q03,Activities <science competitions> Q20c,School Instruction Curriculum and Assessment,,Science competitions,,,,2006
SC20Q04,Activities  <science projects> Q20d,School Instruction Curriculum and Assessment,,Science projects,,,,2006
SC20Q05,Activities  <science trips> Q20e,School Instruction Curriculum and Assessment,,Science trips,,,,2006
SC21Q01,Envr specific course Q21a,School Instruction Curriculum and Assessment,,Specific course,,,,2006
SC21Q02,Envr natural sciences Q21b,School Instruction Curriculum and Assessment,,Natural sciences,,,,2006
SC21Q03,Envr geography course Q21c,School Instruction Curriculum and Assessment,,Geography course,,,,2006
SC21Q04,Envr another course Q21d,School Instruction Curriculum and Assessment,,Another course,,,,2006
SC22Q01,Envr activity <outdoor> Q22a,School Instruction Curriculum and Assessment,,Outdoor,,,,2006
SC22Q02,Envr activity museum Q22b,School Instruction Curriculum and Assessment,,Museum,,,,2006
SC22Q03,Envr activity sci/tech Q22c,School Instruction Curriculum and Assessment,,Science/Technology,,,,2006
SC22Q04,Envr activity projects Q22d,School Instruction Curriculum and Assessment,,Projects,,,,2006
SC22Q05,Envr activity lectures Q22e,School Instruction Curriculum and Assessment,,Lectures,,,,2006
SC23Q01,Participate job fairs Q23a,School Instruction Curriculum and Assessment,,job fairs,,,,2006
SC23Q02,Participate business/industry lectures Q23b,School Instruction Curriculum and Assessment,,business/industry lectures,,,,2006
SC23Q03,Participate business/industry visits Q23c,School Instruction Curriculum and Assessment,,business/industry visits,,,,2006
SC24Q01,Training local business Q24,School Instruction Curriculum and Assessment,,local business,,,,2006
SC25Q01,Curriculum business/industry Q25,School Instruction Curriculum and Assessment,,business/industry,,,,2006
SC26Q01,Developing science skills Q26,School Instruction Curriculum and Assessment,,science skills,,,,2006
SC27Q01,Developing tertiary skills Q27,School Instruction Curriculum and Assessment,,tertiary skills,,,,2006
SC28Q01,Guidance responsibility Q28,School Instruction Curriculum and Assessment,,responsibility,,,,2006
SC29Q01,Career guidance Opportunity Q29,School Instruction Curriculum and Assessment,,Career Opportunity,,,,2006
ABGROUP,Ability grouping within schools recoded from SC08Q01 and SC08Q02 (2006),School Index,,,,,,2006
CLSIZE,Size of <test language> class recoded from SC06Q01,School Index,,,,,,2006
COMPWEB,Proportion of computers connected to web,School Index,,,,,,2006
IRATCOMP,Ratio of computers for instruction to school size,School Index,,,,,,2006
PCGIRLS,Proportion of girls at school,School Index,,,,,,2006
PROPCERT,Proportion of certified teachers,School Index,,,,,,2006
PROPQUAL,Proportion of teachers with ISCED 5A,School Index,,,,,,2006
RATCOMP,Ratio of computers to school size,School Index,,,,,,2006
SCHLTYPE,School ownership,School Index,,,,,,2006
SCHSIZE,School size,School Index,,,,,,2006
SELSCH,School academic selectivity recoded from SC19Q02 and SC19Q03 (2006),School Index,,,,,,2006
STRATIO,Teacher-student ratio,School Index,,,,,,2006
RESPRES,Responsibility for resource allocation index PISA 2006,School Index,,,,,,2006
RESPCURR,Responsibility for curriculum & assessment index PISA 2006,School Index,,,,,,2006
ENVLEARN,School activities for learning environmental topics PISA 2006 (WLE),School Index,,,,,,2006
SCIPROM,School activities to promote the learning of science PISA 2006 (WLE),School Index,,,,,,2006
SCMATEDU,Quality of educational resources PISA 2006 (WLE),School Index,,,,,,2006
TCSHORT,Teacher shortage (negative scale) PISA 2006 (WLE),School Index,,,,,,2006
ST001D01T,Student International Grade (Derived),Family and Home,,Grade,משפחה ובית,מאפייני התלמיד,גיל,2015
ST003D02T,Student (Standardized) Birth - Month,Family and Home,,Birth - Month,משפחה ובית,מאפייני התלמיד,חודש לידה,2015
ST003D03T,Student (Standardized) Birth -Year,Family and Home,,Birth -Year,משפחה ובית,מאפייני התלמיד,שנת לידה,2015
ST004D01T,Student (Standardized) Gender,Family and Home,,Gender,,מאפייני התלמיד,מין,2015
ST005Q01TA,What is the <highest level of schooling> completed by your mother?,Family and Home,,highest level of schooling,משפחה ובית,אמא,רמת השכלה,2015
ST006Q01TA,Does your mother have this qualification? <ISCED level 6>,Family and Home,,ISCED level 6,משפחה ובית,אמא,תואר שלישי,2015
ST006Q02TA,Does your mother have this qualification? <ISCED level 5A>,Family and Home,,ISCED level 5A,משפחה ובית,אמא,תואר ראשון/שני,2015
ST006Q03TA,Does your mother have this qualification? <ISCED level 5B>,Family and Home,,ISCED level 5B,משפחה ובית,אמא,לימודי תעודה,2015
ST006Q04TA,Does your mother have this qualification? <ISCED level 4>,Family and Home,,ISCED level 4,משפחה ובית,אמא,תעודת בגרות,2015
ST007Q01TA,What is the <highest level of schooling> completed by your father?,Family and Home,,highest level of schooling,משפחה ובית,אבא,רמת השכלה,2015
ST008Q01TA,Does your father have this qualification? <ISCED level 6>,Family and Home,,ISCED level 6,משפחה ובית,אבא,תואר שלישי,2015
ST008Q02TA,Does your father have this qualification? <ISCED level 5A>,Family and Home,,ISCED level 5A,משפחה ובית,אבא,תואר ראשון/שני,2015
ST008Q03TA,Does your father have this qualification? <ISCED level 5B>,Family and Home,,ISCED level 5B,משפחה ובית,אבא,לימודי תעודה,2015
ST008Q04TA,Does your father have this qualification? <ISCED level 4>,Family and Home,,ISCED level 4,משפחה ובית,אבא,תעודת בגרות,2015
ST011Q01TA,In your home: A desk to study at,Family and Home,,A desk to study at,משפחה ובית,בבית,שולחן לימודים,2015
ST011Q02TA,In your home: A room of your own,Family and Home,,A room of your own,משפחה ובית,בבית,חדר פרטי,2015
ST011Q03TA,In your home: A quiet place to study,Family and Home,,A quiet place to study,משפחה ובית,בבית,מקום שקט ללמוד,2015
ST011Q04TA,In your home: A computer you can use for school work,Family and Home,,A computer you can use for school work,משפחה ובית,בבית,מחשב לשיעורי בית,2015
ST011Q05TA,In your home: Educational software,Family and Home,,Educational software,משפחה ובית,בבית,תוכנה חינוכית,2015
ST011Q06TA,In your home: A link to the Internet,Family and Home,,A link to the Internet,משפחה ובית,בבית,חיבור לאינטרנט,2015
ST011Q07TA,In your home: Classic literature (e.g. <Shakespeare>),Family and Home,,Classic literature,משפחה ובית,בבית,ספרות יפה,2015
ST011Q08TA,In your home: Books of poetry,Family and Home,,Books of poetry,משפחה ובית,בבית,ספרי שירה,2015
ST011Q09TA,In your home: Works of art (e.g. paintings),Family and Home,,Works of art,משפחה ובית,בבית,עבודות אמנות,2015
ST011Q10TA,In your home: Books to help with your school work,Family and Home,,Books to help with your school work,משפחה ובית,בבית,ספרי עזר,2015
ST011Q11TA,In your home: <Technical reference books>,Family and Home,,Technical reference books,משפחה ובית,בבית,ספרים טכנים,2015
ST011Q12TA,In your home: A dictionary,Family and Home,,A dictionary,משפחה ובית,בבית,מילון,2015
ST011Q16NA,"In your home: Books on art, music, or design",Family and Home,,"Books on art, music, or design",משפחה ובית,בבית,ספרי אמנות,2015
ST011D17TA,In your home: <Country-specific wealth item 1>,Family and Home,,Country-specific wealth item 1,משפחה ובית,בבית,"רכב שטח
",2015
ST011D18TA,In your home: <Country-specific wealth item 2>,Family and Home,,Country-specific wealth item 2,משפחה ובית,בבית,מכונת אספרסו,2015
ST011D19TA,In your home: <Country-specific wealth item 3>,Family and Home,,Country-specific wealth item 3,משפחה ובית,בבית,מערכת קולנוע ביתית,2015
ST012Q01TA,How many in your home: Televisions,Family and Home,,Televisions,משפחה ובית,בבית,טלוויזיות,2015
ST012Q02TA,How many in your home: Cars,Family and Home,,Cars,משפחה ובית,בבית,מכוניות,2015
ST012Q03TA,How many in your home: Rooms with a bath or shower,Family and Home,,Rooms with a bath or shower,משפחה ובית,בבית,חדרי רחצה,2015
ST012Q05NA,How many in your home: <Cell phones> with Internet access (e.g. smartphones),Family and Home,,smartphones,משפחה ובית,בבית,סמארטפונים,2015
ST012Q06NA,"How many in your home: Computers (desktop computer, portable laptop, or notebook)",Family and Home,,Computers,משפחה ובית,בבית,מחשבים,2015
ST012Q07NA,"How many in your home: <Tablet computers> (e.g. <iPad®>, <BlackBerry® PlayBookTM>)",Family and Home,,Tablets,משפחה ובית,בבית,טאבלטים,2015
ST012Q08NA,"How many in your home: E-book readers (e.g. <KindleTM>, <Kobo>, <Bookeen>)",Family and Home,,E-book readers,משפחה ובית,בבית,ספרים דיגיטלים,2015
ST012Q09NA,"How many in your home: Musical instruments (e.g. guitar, piano)",Family and Home,,Musical instruments,משפחה ובית,בבית,כלי נגינה,2015
ST013Q01TA,How many books are there in your home?,Family and Home,,books,משפחה ובית,בבית,ספרים,2015
ST123Q01NA,<this academic year>: My parents are interested in my school activities.,Family and Home,,interested in my school activities,משפחה ובית,ההורים,מתעניינים בבית הספר,2015
ST123Q02NA,<this academic year>: My parents support my educational efforts and achievements.,Family and Home,,support educational efforts,משפחה ובית,ההורים,תומכים בלמידה,2015
ST123Q03NA,<this academic year>: My parents support me when I am facing difficulties at school.,Family and Home,,support me when I am facing difficulties,משפחה ובית,ההורים,תומכים בקשיים,2015
ST123Q04NA,<this academic year>: My parents encourage me to be confident.,Family and Home,,encourage to be confident,משפחה ובית,ההורים,מעודדים בטחון,2015
ST019AQ01T,Country of Birth International - Self,Family and Home,,Self,משפחה ובית,ארץ לידה,"התלמיד
",2015
ST019BQ01T,Country of Birth International - Mother,Family and Home,,Mother,משפחה ובית,ארץ לידה,אמא,2015
ST019CQ01T,Country of Birth International - Father,Family and Home,,Father,משפחה ובית,ארץ לידה,אבא,2015
ST021Q01TA,How old were you when you arrived in <country of test>?,Family and Home,,Arrived,משפחה ובית,ארץ לידה,גיל עלייה,2015
ST022Q01TA,International Language at Home,Family and Home,,,משפחה ובית,שפה בבית,,2015
ST124Q01TA,Did you attend <ISCED 0>?,Family and Home,,,משפחה ובית,טרום יסודי,,2015
ST125Q01NA,How old were you when you started <ISCED 0>? Years,Family and Home,,,משפחה ובית,גיל לימודים,טרום יסודי,2015
ST126Q01TA,How old were you when you started <ISCED 1>? Years,Family and Home,,,משפחה ובית,גיל לימודים,יסודי,2015
ST127Q01TA,Have you ever repeated a <grade>? At <ISCED 1>,Family and Home,,,משפחה ובית,"השארות כיתה
",יסודי,2015
ST127Q02TA,Have you ever repeated a <grade>? At <ISCED 2>,Family and Home,,,משפחה ובית,"השארות כיתה
",חטיבת ביניים,2015
ST127Q03TA,Have you ever repeated a <grade>? At <ISCED 3>,Family and Home,,,משפחה ובית,"השארות כיתה
",תיכון,2015
ST111Q01TA,Which of the following do you expect to complete?,Family and Home,,,משפחה ובית,,,2015
ST118Q01NA,To what extent do you disagree or agree about yourself? I often worry that it will be difficult for me taking a test.,Family and Home,,,תחושות,מבחנים,חשש ממבחן,2015
